learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
BEHAV-CFR  0.798738  0.339361  0.527031  1  0.461855  0.0541062  0.118452  0.37486  0.4116  0.128187  5.55112e-17  
BR  1  0.982445  0.997925  1  0.984335  0.933127  0.863596  0.978157  0.991533  0.717561  0.908057  
t = 11
CFR  1.38778e-17  0.00390096  0.110652  1  -0.143444  0.56103  0.353024  0.512561  0.100583  0.00146801  0.396774  
CFR_EX+IN  -0.00337362  2.28983e-16  0.0665252  1  -0.155044  0.574539  0.304996  0.512561  0.0842768  -0.00710859  0.396774  
CFR_IN  -0.132622  -0.107809  1.11022e-16  1  -0.531647  0.282174  0.0709613  0.304542  0.118252  -0.0423427  0.155138  
A-CFR_IN  0.0840972  0.69186  0.132337  6.36075e-16  -0.253519  0.759993  0.503672  0.504742  -0.391608  0.313298  0.252794  
BPS-CFR  0.228772  0.0589928  0.667765  1  3.46945e-18  0.576285  0.31287  0.182521  0.066951  -0.00270323  0.365188  
TIPS-CFR  0.63197  0.741786  0.642967  1  0.538134  2.91434e-16  0.166587  0.212839  0.356166  0.146934  -0.0301566  
CSPS-CFR  0.638112  -0.0532526  0.722913  1  0.574353  0.624215  5.55112e-17  0.439913  0.262776  -0.153391  0.321996  
CFPS-CFR  0.276766  0.0111083  0.360677  1  0.357012  0.182496  0.0828451  3.33067e-16  -0.207043  0.102683  0.0805483  
CFPS-CFR_EX+IN  0.272711  0.0454404  0.691957  1  0.0512361  0.60908  0.279434  0.111082  1.38778e-16  -0.0190357  0.334192  
TIPS-CFR_EX+IN  0.632245  0.466863  0.668529  1  0.376153  0.585184  0.264359  0.234509  0.219907  1.38778e-16  0.215634  
BEHAV-CFR  0.63197  0.348007  0.599744  1  0.420938  0.14236  0.577754  0.447682  0.129238  0.168621  8.84709e-17  
BR  1  0.99009  0.996278  1  0.994403  0.942565  0.918384  0.992992  0.995003  0.73949  0.895901  
t = 12
CFR  -1.38778e-17  0.0500585  0.093065  1  0.0844445  0.209239  0.182259  0.511284  -0.0081257  -0.0107405  0.044176  
CFR_EX+IN  -0.0301089  9.71445e-17  0.03698  1  0.106961  0.207083  0.160837  0.511284  -0.0034832  -0.032574  0.044176  
CFR_IN  -0.208426  0.0549271  6.93889e-17  1  0.161779  0.21399  -0.0299108  0.229405  -0.0607511  0.00781532  0.0772982  
A-CFR_IN  0.406627  0.668386  0.43506  1.21126e-15  0.181834  0.412544  0.386847  0.513408  0.0365991  0.306734  0.40962  
BPS-CFR  0.0959739  0.215838  0.75965  1  0  0.270552  0.169228  0.354813  0.0256367  0.0287949  0.0422004  
TIPS-CFR  0.379459  0.679856  0.683316  1  -0.129276  2.56739e-16  0.172315  0.294648  0.496174  0.213422  -0.0389486  
CSPS-CFR  0.373593  -0.037906  0.77462  1  0.00276516  0.203798  1.66311e-08  0.422042  0.219549  -0.0793331  0.000661239  
CFPS-CFR  0.213905  0.278612  0.412026  1  -0.0884496  0.105365  0.0255478  8.60423e-16  0.0490306  0.324819  0.010428  
CFPS-CFR_EX+IN  0.107277  0.188017  0.774066  1  0.068232  0.265712  0.14793  0.246628  1.9082e-16  0.00078656  0.0430777  
TIPS-CFR_EX+IN  0.354013  0.74792  0.782334  1  -0.0909033  0.230963  0.13508  0.488539  0.308477  2.15106e-16  0.0201532  
BEHAV-CFR  0.424006  0.426856  0.681518  1  0.533426  0.0731838  0.322096  0.568427  0.196268  0.116576  1.79544e-16  
BR  1  0.988902  0.993251  1  0.992565  0.935492  0.785699  0.991243  0.953975  0.78594  0.888901  
t = 13
CFR  0  0.039309  0.0989487  1  0.052689  0.290204  0.202614  0.30382  -0.0585966  -0.0451204  -0.20413  
CFR_EX+IN  -0.0205391  -2.08167e-17  0.119982  1  0.0913673  0.284983  0.175372  0.30382  -0.0367707  -0.0466323  -0.172891  
CFR_IN  0.112195  0.00256035  1.66533e-16  1  0.265991  0.281941  -0.0307594  0.193319  -0.0671604  -0.0510024  -0.0797361  
A-CFR_IN  0.375598  0.524114  0.795669  1.21866e-15  0.310839  0.16311  0.35012  0.413741  0.584748  0.20774  0.356402  
BPS-CFR  0.223808  0.254101  0.525327  1  -2.77556e-17  0.320441  0.197262  0.261845  0.00084566  -0.00780225  -0.13937  
TIPS-CFR  0.530262  0.579732  0.423723  1  0.188648  6.10623e-16  0.162096  0.582476  0.61423  0.199129  -0.0339961  
CSPS-CFR  0.314388  0.202669  0.794423  1  -0.103663  0.43225  5.6205e-16  0.751924  0.475231  -0.00867919  0.115857  
CFPS-CFR  0.287354  0.352328  0.174846  1  0.0652776  0.274428  0.113446  5.55112e-16  0.323369  0.129855  0.105899  
CFPS-CFR_EX+IN  0.0539186  0.245788  0.545797  1  0.00547105  0.323794  0.193559  0.203852  1.38778e-16  -0.0134454  -0.116735  
TIPS-CFR_EX+IN  0.356228  0.618394  0.83112  1  0.198883  0.329268  0.202975  0.656811  0.466584  6.59195e-17  0.163339  
BEHAV-CFR  0.633453  0.547521  0.615503  1  0.72939  -0.020045  0.050489  0.900074  0.644349  0.0522305  1.249e-16  
