learner/env  CFR  CFR_EX+IN  CFR_IN  A-CFR_IN  BPS-CFR  TIPS-CFR  CSPS-CFR  CFPS-CFR  CFPS-CFR_EX+IN  TIPS-CFR_EX+IN  BEHAV-CFR  
CFPS-CFR  0.466923  0.486735  0.333771  0.387512  0.585864  0.494494  0.405447  0.333957  0.12452  0.2  0.379296  
CFPS-CFR_EX+IN  0.699738  1.01011  0.133297  0.0755049  0.410362  0.146343  0.183087  0.349625  0.330978  0.975748  0.412293  
TIPS-CFR_EX+IN  0.786257  0.675195  0.0252156  0.0996868  0.762461  0.211598  0.144181  0.2  0.226759  0.261463  1.0569  
BEHAV-CFR  0.691636  0.0707249  0.349274  0.410634  0.459966  0.183206  0.677994  0.216296  0.301037  0.277221  0.324121  
t = 16
CFR  0.26  0.43  0.481737  0.0342889  0.881312  0.57307  0.390447  0.178114  0.312232  0.245105  0.484946  
CFR_EX+IN  0.24  0.579918  0.557864  0.726287  0.341368  0.301294  0.0381509  0.406775  1.04121  0.726818  0.44233  
CFR_IN  -0.0601785  1.06807  0.341761  0.469223  0.784921  0.242335  0.759743  0.4031  0.592753  0.381877  0.447875  
A-CFR_IN  -0.0260679  0.45  0.329781  0.0262695  0.367275  0.0796841  0.158033  0.160525  0.0500329  0.230166  0.01784  
BPS-CFR  0.537114  0.485144  0.355458  0.609967  0.489701  0.409374  0.190569  0.347557  0.707119  0.538529  0.241382  
TIPS-CFR  0.54971  0.419386  0.574062  0.348742  0.729842  0.313309  0.610666  0.0422143  0.424706  0.698988  0.320124  
CSPS-CFR  0.623374  0.44778  0.548281  0.295781  0.647474  0.173833  0.33458  0.211567  0.431124  0.427335  0.370031  
CFPS-CFR  0.386507  0.205045  0.257469  0.338566  0.772769  0.611875  0.478776  0.352169  0.224584  0.416154  0.335478  
CFPS-CFR_EX+IN  0.944091  0.358991  0.367426  -0.0953132  0.345991  0.170366  0.248038  0.224652  0.30398  0.505951  0.296067  
TIPS-CFR_EX+IN  0.870743  0.621484  0.152406  0.156341  0.667346  0.241714  0.0531188  1.66591  0.306971  0.264681  0.3239  
BEHAV-CFR  0.813105  0.273422  0.247427  0.427759  0.561761  0.138877  0.27444  0.156541  0.218202  0.541622  0.288281  
t = 17
CFR  0.26  0.33768  0.171852  0.0279805  0.978405  0.555347  0.457808  0.337662  0.855315  0.423462  0.547092  
CFR_EX+IN  0.272371  0.573063  0.608509  0.726287  0.435618  0.350793  0.174845  0.405704  1.16547  0.668806  0.558701  
CFR_IN  0.355727  0.859835  0.321772  0.389586  0.850899  0.307425  0.52021  0.474605  0.545599  0.442781  0.235888  
A-CFR_IN  0.0606424  0.45  0.372041  0.144521  0.45  0.174621  0.212129  0.266284  0.0734767  -0.0719389  0.0668942  
BPS-CFR  0.468246  0.895806  0.361553  0.658682  0.458144  0.464789  0.271641  0.36003  0.401799  0.365722  0.229655  
TIPS-CFR  0.535411  0.345279  0.521025  0.253379  0.711731  0.315575  0.563234  0.229888  0.478888  0.717185  0.136551  
CSPS-CFR  0.571703  0.301864  0.673678  0.300374  0.548406  0.235049  0.305537  0.199912  0.242206  0.331495  0.157964  
CFPS-CFR  0.154204  0.0734659  0.184646  0.443209  0.913425  0.334495  0.519093  0.294186  0.351557  0.394001  0.437781  
CFPS-CFR_EX+IN  0.414467  0.307045  0.586051  0.117163  0.784899  0.231586  0.347319  0.139253  0.276209  0.454875  0.264199  
